Type,Class,Sets,Piece,Armor,Toughness,Initiative,Wounds,Weapon Skill,Strength,Intelligence,Willpower,Ballistic skill,Spiritual Resistance,Elemental Resistance,Corporeal Resistance,Item bonus 1,Item bonus 2,Item bonus 3,Level,Renown Rank,Talisman slot,Special slot,,Helm,Shoulders,Body,Gloves,Belt,Boots,Cloak,"Jewelry
(left)","Jewelry
(right)",Pocket,,Item bonus 1 check,Item bonus 2 check,Item bonus 3 check
Armor,SW,Rare Fortune,Gloves,190,9,12,0,11,0,0,0,26,0,0,0,-,-,-,37,0,1,0,,,,,Rare Fortune,,,,,,,,0,0,0
Armor,SW,Rare Fortune,Helm,215,0,0,19,23,0,0,0,13,0,0,0,+2% Disrupt,-,-,38,0,1,0,,Rare Fortune,,,,,,,,,,,Disrupt,0,0
Armor,SW,Rare Fortune,Shoulders,215,14,0,0,17,0,0,0,26,0,0,0,+1% Ranged Critical Chance,-,-,39,0,1,0,,,Rare Fortune,,,,,,,,,,Ranged Critical Chance,0,0
Armor,SW,Redeye,Body,240,0,0,17,17,0,0,0,27,0,0,0,+3 AP Per Second,-,-,40,0,1,0,,,,Redeye,,,,,,,,,AP Per Second,0,0
Armor,SW,Redeye,Boots,190,0,0,16,17,0,0,0,15,0,0,0,+1% Reduction in being Critically Hit,-,-,40,0,1,0,,,,,,,Redeye,,,,,,Reduction in being Critically Hit,0,0
Armor,SW,Redeye,Cloak,0,21,0,21,0,0,0,0,17,91,76,73,-,-,-,40,0,0,0,,,,,,,,Redeye,,,,,0,0,0
Armor,SW,Redeye,Gloves,190,12,0,12,13,0,0,0,21,0,0,0,-,-,-,40,0,1,0,,,,,Redeye,,,,,,,,0,0,0
Armor,SW,Redeye,Helm,215,22,14,0,13,0,0,0,22,0,0,0,-,-,-,40,0,1,0,,Redeye,,,,,,,,,,,0,0,0
Armor,SW,Redeye,Shoulders,215,0,13,20,0,0,0,0,22,0,0,0,+2% Reduced Armor Penetration,-,-,40,0,1,0,,,Redeye,,,,,,,,,,Reduced Armor Penetration,0,0
Armor,SW,Sentinel,Belt,0,24,0,9,12,0,0,0,18,80,90,95,-,-,-,40,0,0,0,,,,,,Sentinel,,,,,,,0,0,0
Armor,SW,Sentinel,Body,259,19,17,0,0,0,0,0,35,0,0,0,+60 Hit Points Every four Seconds,-,-,40,0,1,0,,,,Sentinel,,,,,,,,,Hit Points Every four Seconds,0,0
Armor,SW,Sentinel,Boots,203,8,0,15,0,0,0,0,27,0,0,0,+2% Dodge,-,-,40,0,1,0,,,,,,,Sentinel,,,,,,Dodge,0,0
Armor,SW,Sentinel,Gloves,203,15,0,23,0,0,0,0,10,0,0,0,+21 Ranged Power,-,-,40,0,1,0,,,,,Sentinel,,,,,,,,Ranged Power,0,0
Armor,SW,Sentinel,Helm,231,0,0,14,10,0,0,0,27,0,0,0,+2% Ranged Critical Chance,-,-,40,0,1,0,,Sentinel,,,,,,,,,,,Ranged Critical Chance,0,0
Jewelry,SW,Sentinel,Sent Jewelry,0,0,0,0,17,0,0,0,27,70,70,71,+3 AP Per Second,-,-,40,0,1,1,,,,,,,,,,,,,AP Per Second,0,0
Armor,SW,Sentinel,Shoulders,231,0,0,12,30,0,0,0,17,0,0,0,+2% Reduced Chance to be Dodged,-,-,40,0,1,0,,,Sentinel,,,,,,,,,,Reduced Chance to be Dodged,0,0
Armor,SW,Sov Main,Belt,0,15,0,0,16,0,0,0,23,101,101,102,+2% Disrupt,-,-,40,75,0,0,,,,,,Sov Main,,,,,,,Disrupt,0,0
Armor,SW,Sov Main,Body,334,0,20,20,25,0,0,0,30,0,0,0,+2 AP Per Second,-,-,40,78,1,0,,,,Sov Main,,,,,,,,,AP Per Second,0,0
Armor,SW,Sov Main,Boots,247,0,20,0,18,0,0,0,25,0,0,0,+3 Morale Per Second,-,-,40,76,1,0,,,,,,,Sov Main,,,,,,Morale Per Second,0,0
Armor,SW,Sov Main,Cloak,0,17,0,20,0,0,0,0,21,102,101,101,+2% Ranged Critical Chance,-,-,40,75,1,0,,,,,,,,Sov Main,,,,,Ranged Critical Chance,0,0
Armor,SW,Sov Main,Gloves,247,19,0,19,0,0,0,0,30,0,0,0,+10 Auto Attack Haste,-,-,40,76,1,0,,,,,Sov Main,,,,,,,,Auto Attack Haste,0,0
Armor,SW,Sov Main,Helm,296,20,20,0,0,0,0,0,31,0,0,0,+2% Ranged Critical Chance,-,-,40,77,1,0,,Sov Main,,,,,,,,,,,Ranged Critical Chance,0,0
Jewelry,SW,Sov Main,Jewelry,0,0,0,30,0,0,0,0,17,87,87,86,+2% Reduced Chance to be Dodged,+2 AP Per Second,-,40,78,0,0,,,,,,,,,,,,,Reduced Chance to be Dodged,AP Per Second,0
Armor,SW,Sov Main,Shoulders,296,0,0,25,21,0,0,0,33,0,0,0,+2% Reduced Chance to be Dodged,-,-,40,77,1,0,,,Sov Main,,,,,,,,,,Reduced Chance to be Dodged,0,0
Armor,SW,Sov Off,Belt,0,0,16,18,0,0,0,0,20,101,101,102,+2% Disrupt,-,-,40,75,0,0,,,,,,Sov Off,,,,,,,Disrupt,0,0
Armor,SW,Sov Off,Body,334,0,20,20,20,0,0,0,25,0,0,0,+4 AP Per Second,-,-,40,78,1,0,,,,Sov Off,,,,,,,,,AP Per Second,0,0
Armor,SW,Sov Off,Boots,247,0,0,20,20,0,0,0,26,0,0,0,+2% Reduced Chance to be Dodged,-,-,40,76,1,0,,,,,,,Sov Off,,,,,,Reduced Chance to be Dodged,0,0
Armor,SW,Sov Off,Cloak,0,18,0,18,0,0,0,0,22,102,101,101,+4 Morale Per Second,-,-,40,75,1,0,,,,,,,,Sov Off,,,,,Morale Per Second,0,0
Armor,SW,Sov Off,Gloves,247,0,0,20,20,0,0,0,28,0,0,0,+10 Auto Attack Haste,-,-,40,76,1,0,,,,,Sov Off,,,,,,,,Auto Attack Haste,0,0
Armor,SW,Sov Off,Helm,296,25,0,28,0,0,0,0,28,0,0,0,+10 Auto Attack Haste,-,-,40,77,1,0,,Sov Off,,,,,,,,,,,Auto Attack Haste,0,0
Jewelry,SW,Sov Off,Jewelry,0,20,0,27,0,0,0,0,20,87,87,86,+2 Auto Attack Haste,-,-,40,78,0,0,,,,,,,,,,,,,Auto Attack Haste,0,0
Armor,SW,Sov Off,Shoulders,296,18,0,26,0,0,0,0,27,0,0,0,+2% Ranged Critical Chance,-,-,40,77,1,0,,,Sov Off,,,,,,,,,,Ranged Critical Chance,0,0
Jewelry,SW,The Winds,Band,0,4,12,0,0,0,0,0,0,178,104,89,-,-,-,35,0,0,0,,,,,,,,,,,,,0,0,0
Jewelry,SW,The Winds,Chain,0,4,0,0,12,0,0,0,0,104,89,178,-,-,-,35,0,0,0,,,,,,,,,,,,,0,0,0
Jewelry,SW,The Winds,Seal,0,4,12,0,0,0,0,0,0,89,178,104,-,-,-,35,0,0,0,,,,,,,,,,,,,0,0,0
Armor,SW,Triumphant,Belt,0,0,0,13,15,0,0,0,19,94,94,94,+36 Ranged Power,-,-,40,65,0,,,,,,,Triumphant,,,,,,,Ranged Power,0,0
Armor,SW,Triumphant,Body,308,0,0,19,21,0,0,0,37,0,0,0,+3% Armor Penetration,-,-,40,68,1,,,,,Triumphant,,,,,,,,,Armor Penetration,0,0
Armor,SW,Triumphant,Boots,235,0,0,14,22,0,0,0,15,0,0,0,+2% Ranged Critical Chance,-,-,40,66,1,,,,,,,,Triumphant,,,,,,Ranged Critical Chance,0,0
Armor,SW,Triumphant,Cloak,0,0,0,10,16,0,0,0,25,94,94,94,+2% Ranged Critical Chance,-,-,40,65,1,,,,,,,,,Triumphant,,,,,Ranged Critical Chance,0,0
Armor,SW,Triumphant,Gloves,235,0,14,8,0,0,0,0,30,0,0,0,+3% Reduced Chance to be Dodged,-,-,40,66,1,,,,,,Triumphant,,,,,,,,Reduced Chance to be Dodged,0,0
Armor,SW,Triumphant,Helm,275,0,0,13,22,0,0,0,36,0,0,0,+2% Reduced Chance to be Dodged,-,-,40,67,1,,,Triumphant,,,,,,,,,,,Reduced Chance to be Dodged,0,0
Armor,SW,Triumphant,Shoulders,275,0,0,15,22,0,0,0,35,0,0,0,+10 Auto Attack Haste,-,-,40,67,1,,,,Triumphant,,,,,,,,,,Auto Attack Haste,0,0
Armor,SW,Vanquisher,Belt,0,0,0,13,8,0,0,0,19,87,86,86,+36 Ranged Power,-,-,40,55,0,0,,,,,,Vanquisher,,,,,,,Ranged Power,0,0
Armor,SW,Vanquisher,Body,274,0,0,19,11,0,0,0,37,0,0,0,+3% Armor Penetration,-,-,40,58,1,0,,,,Vanquisher,,,,,,,,,Armor Penetration,0,0
Armor,SW,Vanquisher,Boots,209,0,0,10,22,0,0,0,11,0,0,0,+2% Ranged Critical Chance,-,-,40,56,1,0,,,,,,,Vanquisher,,,,,,Ranged Critical Chance,0,0
Armor,SW,Vanquisher,Gloves,209,0,14,8,0,0,0,0,29,0,0,0,+2% Reduced Chance to be Dodged,-,-,40,56,1,0,,,,,Vanquisher,,,,,,,,Reduced Chance to be Dodged,0,0
Armor,SW,Vanquisher,Helm,241,0,0,10,19,0,0,0,33,0,0,0,+2% Reduced Chance to be Dodged,-,-,40,57,1,0,,Vanquisher,,,,,,,,,,,Reduced Chance to be Dodged,0,0
Armor,SW,Vanquisher,Shoulders,241,0,0,13,16,0,0,0,33,0,0,0,+10% Auto Attack Haste,-,-,40,57,1,0,,,Vanquisher,,,,,,,,,,Auto Attack Haste,0,0
Armor,SW,Victorious,Belt,0,0,17,13,0,0,0,0,23,94,94,94,+28 Ranged Power,-,-,40,65,0,,,,,,,Victorious,,,,,,,Ranged Power,0,0
Armor,SW,Victorious,Body,308,0,17,30,0,0,0,0,18,0,0,0,+3% Reduction in being Critically Hit,-,-,40,68,1,,,,,Victorious,,,,,,,,,Reduction in being Critically Hit,0,0
Armor,SW,Victorious,Boots,235,10,0,20,0,0,0,0,21,0,0,0,+2% Reduction in being Critically Hit,-,-,40,66,1,,,,,,,,Victorious,,,,,,Reduction in being Critically Hit,0,0
Armor,SW,Victorious,Cloak,0,0,10,20,0,0,0,0,21,94,94,94,+2% Reduction in being Critically Hit,-,-,40,65,1,,,,,,,,,Victorious,,,,,Reduction in being Critically Hit,0,0
Armor,SW,Victorious,Gloves,235,10,0,26,0,0,0,0,16,0,0,0,+3% Reduced Chance to be Dodged,-,-,40,66,1,,,,,,Victorious,,,,,,,,Reduced Chance to be Dodged,0,0
Armor,SW,Victorious,Helm,275,15,0,34,0,0,0,0,22,0,0,0,+2% Dodge,-,-,40,67,1,,,Victorious,,,,,,,,,,,Dodge,0,0
Armor,SW,Victorious,Shoulders,275,0,15,27,0,0,0,0,22,0,0,0,+3% Reduced Armor Penetration,-,-,40,67,1,,,,Victorious,,,,,,,,,,Reduced Armor Penetration,0,0
Armor,SW,Warlord,Belt,0,0,16,15,0,0,0,0,23,101,101,102,+2% Disrupt,-,-,40,70,0,0,,,,,,Warlord,,,,,,,Disrupt,0,0
Armor,SW,Warlord,Body,323,0,20,25,0,0,0,0,40,0,0,0,+80 Hit Points Every four Seconds,-,-,40,73,1,0,,,,Warlord,,,,,,,,,Hit Points Every four Seconds,0,0
Armor,SW,Warlord,Boots,241,16,0,22,0,0,0,0,28,0,0,0,+2% Disrupt,-,-,40,71,1,0,,,,,,,Warlord,,,,,,Disrupt,0,0
Armor,SW,Warlord,Cloak,0,0,0,20,17,0,0,0,21,102,101,101,+2% Ranged Critical Chance,-,-,40,70,1,0,,,,,,,,Warlord,,,,,Ranged Critical Chance,0,0
Armor,SW,Warlord,Gloves,241,20,0,25,0,0,0,0,23,0,0,0,+10 Auto Attack Haste,-,-,40,71,1,0,,,,,Warlord,,,,,,,,Auto Attack Haste,0,0
Armor,SW,Warlord,Helm,286,0,0,20,20,0,0,0,31,0,0,0,+2% Ranged Critical Chance,-,-,40,72,1,0,,Warlord,,,,,,,,,,,Ranged Critical Chance,0,0
Jewelry,SW,Warlord,Jewelry,0,0,16,16,0,0,0,0,22,87,87,86,+2 AP Per Second,+5% Auto Attack Haste,-,40,73,0,0,,,,,,,,,,,,,AP Per Second,Auto Attack Haste,0
Armor,SW,Warlord,Shoulders,286,0,10,18,20,0,0,0,39,0,0,0,+4 Auto Attack Haste,-,-,40,72,1,0,,,Warlord,,,,,,,,,,Auto Attack Haste,0,0
Armor,WE,Annihilator,Body,236,0,12,17,0,30,0,0,0,0,0,0,+3 AP Per Second,-,-,35,39,1,0,,,,Annihilator,,,,,,,,,AP Per Second,0,0
Armor,WE,Annihilator,Boots,183,0,10,13,0,21,0,0,0,0,0,0,+2% Dodge,-,-,35,35,1,0,,,,,,,Annihilator,,,,,,Dodge,0,0
Armor,WE,Annihilator,Gloves,183,9,23,14,0,11,0,0,0,0,0,0,-,-,-,35,36,1,0,,,,,Annihilator,,,,,,,,0,0,0
Armor,WE,Annihilator,Helm,212,16,12,0,0,25,0,0,0,0,0,0,+2% Disrupt,-,-,35,38,1,0,,Annihilator,,,,,,,,,,,Disrupt,0,0
Armor,WE,Annihilator,Shoulders,212,18,0,12,0,25,0,0,0,0,0,0,+1% Melee Critical Chance,-,-,35,37,1,0,,,Annihilator,,,,,,,,,,Melee Critical Chance,0,0
Jewelry,WE,Beastlord,BL Jewelry,0,0,0,0,13,24,0,0,0,60,60,64,+1 AP Per Second,-,-,40,0,0,0,,,,,,,,,,,,,AP Per Second,0,0
Armor,WE,Beastlord,Body,225,14,0,30,15,0,0,0,0,30,0,30,-,-,-,40,0,1,0,,,,Beastlord,,,,,,,,,0,0,0
Armor,WE,Beastlord,Cloak,0,0,0,32,24,0,0,0,0,72,84,72,-,-,-,40,0,1,0,,,,,,,,Beastlord,,,,,0,0,0
Armor,WE,Beastlord,Helm,203,20,0,0,12,20,0,0,0,0,25,30,-,-,-,40,0,1,0,,Beastlord,,,,,,,,,,,0,0,0
Pocket,WE,Beastlord,Pocket,0,0,0,0,0,0,0,0,0,0,0,0,On Use: Increases AP Regeneration for 15s on all party members,-,-,40,0,0,0,,,,,,,,,,,Beastlord,,0,0,0
Armor,WE,Beastlord,Shoulders,203,0,0,14,14,24,0,0,0,0,30,25,-,-,-,40,0,1,0,,,Beastlord,,,,,,,,,,0,0,0
Armor,WE,Bloodlord,Belt,0,0,16,12,0,22,0,0,0,91,91,91,+1% Dodge,+2% Parry,-,40,,0,0,,,,,,Bloodlord,,,,,,,Dodge,Parry,0
Armor,WE,Bloodlord,Body,292,0,12,16,20,30,0,0,0,0,0,0,+2 AP Per Second,-,-,40,,1,0,,,,Bloodlord,,,,,,,,,AP Per Second,0,0
Armor,WE,Bloodlord,Boots,221,0,18,10,0,27,0,0,0,0,0,0,+2% Dodge,-,-,40,,1,0,,,,,,,Bloodlord,,,,,,Dodge,0,0
Armor,WE,Bloodlord,Cloak,0,0,16,12,0,24,0,0,0,91,91,91,+24 Melee Power,-,-,40,,0,0,,,,,,,,Bloodlord,,,,,Melee Power,0,0
Armor,WE,Bloodlord,Gloves,221,0,15,10,16,26,0,0,0,0,0,0,-,-,-,40,,1,0,,,,,Bloodlord,,,,,,,,0,0,0
Armor,WE,Bloodlord,Helm,257,19,0,18,0,29,0,0,0,0,0,0,+2% Armor Penetration,-,-,40,,1,0,,Bloodlord,,,,,,,,,,,Armor Penetration,0,0
Armor,WE,Bloodlord,Shoulders,257,0,10,21,0,27,0,0,0,0,0,0,+2% Melee Critical Chance,-,-,40,,1,0,,,Bloodlord,,,,,,,,,,Melee Critical Chance,0,0
Jewelry,WE,Bloodmoon,Jewelry,0,0,12,15,10,24,0,0,0,79,78,78,-,-,-,63,0,0,0,,,,,,,,,,,,,0,0,0
Armor,WE,Conqueror,Belt,0,18,0,12,0,6,0,0,0,83,77,83,+36 Melee Power,-,-,40,42,0,0,,,,,,Conqueror,,,,,,,Melee Power,0,0
Armor,WE,Conqueror,Body,255,13,0,0,19,33,0,0,0,0,0,0,+3 AP Per Second,-,-,40,45,1,0,,,,Conqueror,,,,,,,,,AP Per Second,0,0
Armor,WE,Conqueror,Boots,192,0,0,10,14,16,0,0,0,0,0,0,+2% Melee Critical Chance,-,-,40,40,1,0,,,,,,,Conqueror,,,,,,Melee Critical Chance,0,0
Armor,WE,Conqueror,Gloves,192,0,0,8,25,15,0,0,0,0,0,0,+2% Reduced Chance to be Parried,-,-,40,41,1,0,,,,,Conqueror,,,,,,,,Reduced Chance to be Parried,0,0
Armor,WE,Conqueror,Helm,225,0,0,17,10,30,0,0,0,0,0,0,+2% Reduced Chance to be Blocked,-,-,40,44,1,0,,Conqueror,,,,,,,,,,,Reduced Chance to be Blocked,0,0
Armor,WE,Conqueror,Shoulders,225,18,0,0,12,30,0,0,0,0,0,0,+10 Auto Attack Haste,-,-,40,43,1,0,,,Conqueror,,,,,,,,,,Auto Attack Haste,0,0
Armor,WE,Dominator,Belt,0,24,12,18,0,6,0,0,0,83,77,83,-,-,-,40,42,0,0,,,,,,Dominator,,,,,,,0,0,0
Armor,WE,Dominator,Body,255,13,33,0,0,19,0,0,0,0,0,0,+3 AP Per Second,-,-,40,45,1,0,,,,Dominator,,,,,,,,,AP Per Second,0,0
Armor,WE,Dominator,Boots,192,14,10,0,0,16,0,0,0,0,0,0,+2% Reduction in being Critically Hit,-,-,40,40,1,0,,,,,,,Dominator,,,,,,Reduction in being Critically Hit,0,0
Armor,WE,Dominator,Gloves,192,15,0,8,0,25,0,0,0,0,0,0,+2% Parry,-,-,40,41,1,0,,,,,Dominator,,,,,,,,Parry,0,0
Armor,WE,Dominator,Helm,225,30,0,10,0,17,0,0,0,0,0,0,+2% Disrupt,-,-,40,44,1,0,,Dominator,,,,,,,,,,,Disrupt,0,0
Armor,WE,Dominator,Shoulders,225,29,16,0,0,12,0,0,0,0,0,0,+2% Reduced Armor Penetration,-,-,40,43,1,0,,,Dominator,,,,,,,,,,Reduced Armor Penetration,0,0
Jewelry,WE,Genesis Undying,Aspect,0,24,24,0,0,0,0,0,0,64,64,64,-,-,-,36,0,0,0,,,,,,,,,,,,,0,0,0
Armor,WE,Genesis Undying,Cloak,0,28,0,0,0,0,0,0,0,53,53,53,+4 AP Per Second,-,-,36,0,0,0,,,,,,,,Genesis Undying,,,,,AP Per Second,0,0
Jewelry,WE,Genesis Undying,Fragment,0,0,0,14,0,0,0,0,0,53,53,53,+3% Parry,-,-,36,0,0,0,,,,,,,,,,,,,Parry,0,0
Jewelry,WE,Genesis Undying,Remnant,0,24,0,24,0,0,0,0,0,64,64,64,-,-,-,36,0,0,0,,,,,,,,,,,,,0,0,0
Jewelry,WE,Genesis Undying,Shard,0,0,0,0,0,0,0,0,0,55,55,55,+2% Dodge,+2% Disrupt,-,36,0,0,0,,,,,,,,,,,,,Dodge,Disrupt,0
Jewelry,WE,Genesis Warrior,Aspect,0,0,24,0,0,0,0,0,0,64,64,64,+36 Melee Power,-,-,36,0,0,0,,,,,,,,,,,,,Melee Power,0,0
Armor,WE,Genesis Warrior,Cloak,0,0,0,0,0,28,0,0,0,53,53,53,+4 AP Per Second,-,-,36,0,0,0,,,,,,,,Genesis Warrior,,,,,AP Per Second,0,0
Jewelry,WE,Genesis Warrior,Fragment,0,0,0,0,0,14,0,0,0,53,53,53,+3% Parry,-,-,36,0,0,0,,,,,,,,,,,,,Parry,0,0
Jewelry,WE,Genesis Warrior,Remnant,0,0,0,24,0,24,0,0,0,64,64,64,-,-,-,36,0,0,0,,,,,,,,,,,,,0,0,0
Jewelry,WE,Genesis Warrior,Shard,0,0,0,0,0,0,0,0,0,55,55,55,+2% Dodge,+2% Disrupt,-,36,0,0,0,,,,,,,,,,,,,Dodge,Disrupt,0
Jewelry,WE,Gunbad Amber,Exquisite,0,0,0,12,30,0,0,0,0,55,55,55,+2% Reduced Chance to be Parried,-,-,40,0,0,0,,,,,,,,,,,,,Reduced Chance to be Parried,0,0
Jewelry,WE,Gunbad Amber,Rough,0,0,12,0,28,0,0,0,0,52,52,52,+2% Parry,-,-,40,0,0,0,,,,,,,,,,,,,Parry,0,0
Jewelry,WE,Gunbad Diamond,Exquisite,0,0,12,30,0,0,0,0,0,55,55,55,+3% Reduction in being Critically Hit,-,-,40,0,0,0,,,,,,,,,,,,,Reduction in being Critically Hit,0,0
Jewelry,WE,Gunbad Diamond,Rough,0,12,0,28,0,0,0,0,0,52,52,52,+2% Block,-,-,40,0,0,0,,,,,,,,,,,,,Block,0,0
Jewelry,WE,Gunbad Emerald,Exquisite,0,0,12,0,0,0,0,30,0,55,55,55,+12 Healing Power,-,-,40,0,0,0,,,,,,,,,,,,,Healing Power,0,0
Jewelry,WE,Gunbad Emerald,Rough,0,0,0,0,0,0,12,28,0,52,52,52,+2% Dodge,-,-,40,0,0,0,,,,,,,,,,,,,Dodge,0,0
Jewelry,WE,Gunbad Jet,Exquisite,0,0,12,0,0,0,30,0,0,55,55,55,+2% Reduced Chance to be Disrupted,-,-,40,0,0,0,,,,,,,,,,,,,Reduced Chance to be Disrupted,0,0
Jewelry,WE,Gunbad Jet,Rough,0,0,0,12,0,0,28,0,0,52,52,52,+2% Disrupt,-,-,40,0,0,0,,,,,,,,,,,,,Disrupt,0,0
Jewelry,WE,Gunbad Ruby,Exquisite,0,0,12,0,0,30,0,0,0,55,55,55,+2% Reduced Chance to be Blocked,-,-,40,0,0,0,,,,,,,,,,,,,Reduced Chance to be Blocked,0,0
Jewelry,WE,Gunbad Ruby,Rough,0,0,0,12,0,28,0,0,0,52,52,52,+2% Parry,-,-,40,0,0,0,,,,,,,,,,,,,Parry,0,0
Armor,WE,Imperator,Helm,240,28,14,10,0,12,0,0,0,0,0,0,+2% Reduction in being Critically Hit,-,-,40,0,1,0,,Imperator,,,,,,,,,,,Reduction in being Critically Hit,0,0
Armor,WE,Imperator,Shoulders,240,28,0,10,14,12,0,0,0,0,0,0,+2% Reduced Armor Penetration,-,-,40,0,1,0,,,Imperator,,,,,,,,,,Reduced Armor Penetration,0,0
Armor,WE,Invader,Belt,0,0,0,0,12,18,0,0,0,91,91,91,+2% Parry,+2% Dodge,-,40,60,0,0,,,,,,Invader,,,,,,,Parry,Dodge,0
Armor,WE,Invader,Body,292,0,16,12,21,36,0,0,0,0,0,0,+1 AP Per Second,-,-,40,63,1,0,,,,Invader,,,,,,,,,AP Per Second,0,0
Armor,WE,Invader,Boots,221,0,18,0,0,22,0,0,0,0,0,0,+2% Disrupt,+3 Morale Per Second,-,40,61,1,0,,,,,,,Invader,,,,,,Disrupt,Morale Per Second,0
Armor,WE,Invader,Gloves,221,15,0,17,0,25,0,0,0,0,0,0,+10 Auto Attack Haste,-,-,40,61,1,0,,,,,Invader,,,,,,,,Auto Attack Haste,0,0
Armor,WE,Invader,Helm,257,13,18,0,0,29,0,0,0,0,0,0,+3% Armor Penetration,-,-,40,62,1,0,,Invader,,,,,,,,,,,Armor Penetration,0,0
Jewelry,WE,Invader,Inv Jewelry,0,0,0,27,0,12,0,0,0,79,78,78,+2 AP Per Second,+2% Reduced Chance to be Parried,-,40,63,0,0,,,,,,,,,,,,,AP Per Second,Reduced Chance to be Parried,0
Armor,WE,Invader,Shoulders,257,0,0,20,12,26,0,0,0,0,0,0,+2% Melee Critical Chance,-,-,40,62,1,0,,,Invader,,,,,,,,,,Melee Critical Chance,0,0
Armor,WE,Mercenary,Body,236,0,23,15,0,32,0,0,0,0,0,0,+60 Hit Points Every four Seconds,-,-,35,39,1,0,,,,Mercenary,,,,,,,,,Hit Points Every four Seconds,0,0
Armor,WE,Mercenary,Boots,183,0,10,13,0,21,0,0,0,0,0,0,+2% Dodge,-,-,35,35,1,0,,,,,,,Mercenary,,,,,,Dodge,0,0
Armor,WE,Mercenary,Gloves,183,14,23,9,0,11,0,0,0,0,0,0,-,-,-,35,36,1,0,,,,,Mercenary,,,,,,,,0,0,0
Armor,WE,Mercenary,Helm,212,15,13,0,0,25,0,0,0,0,0,0,+2% Disrupt,-,-,35,38,1,0,,Mercenary,,,,,,,,,,,Disrupt,0,0
Armor,WE,Mercenary,Shoulders,212,18,0,12,0,25,0,0,0,0,0,0,+1% Reduction in being Critically Hit,-,-,35,37,1,0,,,Mercenary,,,,,,,,,,Reduction in being Critically Hit,0,0
Armor,WE,Onslaught,Body,259,0,0,20,16,27,0,0,0,0,0,0,+3% Reduced Armor Penetration,-,-,40,32,1,0,,,,Onslaught,,,,,,,,,Reduced Armor Penetration,0,0
Armor,WE,Onslaught,Boots,203,14,18,16,0,0,0,0,0,0,0,0,+18 Melee Power,-,-,40,32,1,0,,,,,,,Onslaught,,,,,,Melee Power,0,0
Armor,WE,Onslaught,Gloves,203,0,10,16,0,24,0,0,0,0,0,0,+5% Armor Penetration		,-,-,40,32,1,0,,,,,Onslaught,,,,,,,,0,0,0
Armor,WE,Onslaught,Helm,231,18,0,20,0,21,0,0,0,0,0,0,+2% Reduced Chance to be Parried,-,-,40,32,1,0,,Onslaught,,,,,,,,,,,Reduced Chance to be Parried,0,0
Armor,WE,Onslaught,Shoulders,231,20,0,0,16,25,0,0,0,0,0,0,+2 AP Per Second,-,-,40,32,1,0,,,Onslaught,,,,,,,,,,AP Per Second,0,0
Armor,WE,Oppressor,Belt,0,0,0,0,12,16,0,0,0,87,86,86,+36 Melee Power,+2% Reduced Armor Penetration,-,40,55,0,0,,,,,,Oppressor,,,,,,,Melee Power,Reduced Armor Penetration,0
Armor,WE,Oppressor,Body,274,0,16,29,0,20,0,0,0,0,0,0,+2% Reduction in being Critically Hit,-,-,40,58,1,0,,,,Oppressor,,,,,,,,,Reduction in being Critically Hit,0,0
Armor,WE,Oppressor,Boots,209,15,0,10,0,18,0,0,0,0,0,0,+2% Reduction in being Critically Hit,-,-,40,56,1,0,,,,,,,Oppressor,,,,,,Reduction in being Critically Hit,0,0
Armor,WE,Oppressor,Gloves,209,11,0,25,0,15,0,0,0,0,0,0,+2% Parry,-,-,40,56,1,0,,,,,Oppressor,,,,,,,,Parry,0,0
Armor,WE,Oppressor,Helm,241,12,0,33,0,17,0,0,0,0,0,0,+2% Parry,-,-,40,57,1,0,,Oppressor,,,,,,,,,,,Parry,0,0
Armor,WE,Oppressor,Shoulders,241,15,0,28,0,19,0,0,0,0,0,0,+2% Reduced Armor Penetration,-,-,40,57,1,0,,,Oppressor,,,,,,,,,,Reduced Armor Penetration,0,0
Armor,WE,Overlord,Helm,240,0,0,12,24,28,0,0,0,0,0,0,+5 Auto Attack Haste,+1% Reduced Chance to be Parried,-,40,0,1,0,,Overlord,,,,,,,,,,,Auto Attack Haste,Reduced Chance to be Parried,0
Armor,WE,Overlord,Shoulders,240,12,0,0,29,23,0,0,0,0,0,0,+5 Auto Attack Haste,+1% Reduced Chance to be Parried,-,40,0,1,0,,,Overlord,,,,,,,,,,Auto Attack Haste,Reduced Chance to be Parried,0
Armor,WE,Rare Fortune,Body,240,0,0,27,12,22,0,0,0,0,0,0,+3 AP Per Second,-,-,39,0,1,0,,,,Rare Fortune,,,,,,,,,AP Per Second,0,0
Armor,WE,Rare Fortune,Boots,190,0,22,13,0,16,0,0,0,0,0,0,+2% Dodge,-,-,37,0,1,0,,,,,,,Rare Fortune,,,,,,Dodge,0,0
Armor,WE,Rare Fortune,Gloves,190,0,12,6,19,21,0,0,0,0,0,0,-,-,-,37,0,1,0,,,,,Rare Fortune,,,,,,,,0,0,0
Armor,WE,Rare Fortune,Helm,215,0,18,17,0,20,0,0,0,0,0,0,+2% Disrupt,-,-,38,0,1,0,,Rare Fortune,,,,,,,,,,,Disrupt,0,0
Armor,WE,Rare Fortune,Shoulders,215,20,0,17,0,22,0,0,0,0,0,0,+1% Melee Critical Chance,-,-,39,0,1,0,,,Rare Fortune,,,,,,,,,,Melee Critical Chance,0,0
