Class,Sets,Number of pieces,Bonus text,,,,,,,,Stat Value,Stat name
KotBS,warlord,4 pieces,+6% Armor Penetration,,,,,,,,6,Armor Penetration
KotBS,warlord,5 pieces,"+99,0 Melee Power",,,,,,,,99,Melee Power
KotBS,warlord,6 pieces,+2 Path of Glory Abilities,,,,,,,,2,0
KotBS,warlord,7 pieces,Evasive - On Being Hit: 10% chance to detaunt target,,,,,,,,10,0
KotBS,sov main,2 pieces,+80 Wounds,,,,,,,,80,Wounds
KotBS,sov main,3 pieces,"+88,0 Toughness",,,,,,,,88,Toughness
KotBS,sov main,4 pieces,+6% Block,,,,,,,,6,Block
KotBS,sov main,5 pieces,+6% Reduction in being Critically Hit,,,,,,,,6,Reduction in being Critically Hit
KotBS,sov main,6 pieces,+2 Path of Vigilance Abilities,,,,,,,,2,0
KotBS,sov main,7 pieces,"On Being Attacked: 10% chance to increase Parry, Block, Disrupt and Dodge by 10% for 10 seconds",,,,,,,,10,0
KotBS,sov off,2 pieces,+80 Strength,,,,,,,,80,Strength
KotBS,sov off,3 pieces,"+88,0 Wounds",,,,,,,,88,Wounds
KotBS,sov off,4 pieces,+15% Critical Damage,,,,,,,,15,Critical Damage
KotBS,sov off,5 pieces,+6% Melee Critical Chance,,,,,,,,6,Melee Critical Chance
KotBS,sov off,6 pieces,+2 Path of Conquest Abilities,,,,,,,,2,0
KotBS,sov off,7 pieces,On Hit: 10% chance to increase Block Strikethrough and Parry Strikethrough by 10% for 10 seconds,,,,,,,,10,0
WE,Warlord,8 pieces,Granted Ability,,,,,,,,0,0
WE,Sov Main,8 pieces,Granted Ability - Rejection: You knock your target back a long distance.,,,,,,,,0,0
WE,Sov Off,8 pieces,Granted Ability,,,,,,,,0,0
WH,warlord,2 pieces,+75 Strength,,,,,,,,75,Strength
WH,warlord,3 pieces,+83 Initiative,,,,,,,,83,Initiative
WH,warlord,4 pieces,+15% Auto Attack Haste,,,,,,,,15,Auto Attack Haste
WH,warlord,5 pieces,"+99,0 Melee Power",,,,,,,,99,Melee Power
WH,warlord,6 pieces,+2 Path of Inquisition Abilities,,,,,,,,2,0
WH,warlord,7 pieces,Doubt - On Being Hit: 25% chance to remove 50 morale from the attacker,,,,,,,,0,0
WH,sov main,2 pieces,+80 Strength,,,,,,,,80,Strength
WH,sov main,3 pieces,"+88,0 Wounds",,,,,,,,88,Wounds
WH,sov main,4 pieces,+15% Critical Damage,,,,,,,,15,Critical Damage
WH,sov main,5 pieces,+6% Melee Critical Chance,,,,,,,,6,Melee Critical Chance
WH,sov main,6 pieces,+2 Path of Judgment Abilities,,,,,,,,2,0
WH,sov main,7 pieces,On Hit: 10% chance to increase target's chance to be critically hit by 7% for 10 seconds,,,,,,,,0,0
WH,sov off,2 pieces,+80 Strength,,,,,,,,80,Strength
WH,sov off,3 pieces,"+88,0 Toughness",,,,,,,,88,Toughness
WH,sov off,4 pieces,+367 Armor,,,,,,,,367,Armor
BW,warlord,2 pieces,+75 Intelligence,,,,,,,,75,Intelligence
BW,warlord,3 pieces,+83 Wounds,,,,,,,,83,Wounds
BW,warlord,4 pieces,+6% Reduced Chance to be Disrupted,,,,,,,,6,Reduced Chance to be Disrupted
BW,warlord,5 pieces,"+99,0 Magic Power",,,,,,,,99,Magic Power
BW,warlord,6 pieces,+2 Path of Immolation Abilities,,,,,,,,2,0
BW,warlord,7 pieces,On Hit: 10% chance to increase all damage taken by your target by 4% for 10 seconds,,,,,,,,0,0
BW,sov main,2 pieces,+80 Intelligence,,,,,,,,80,Intelligence
BW,sov main,3 pieces,"+88,0 Wounds",,,,,,,,88,Wounds
BW,sov main,4 pieces,+15% Critical Damage,,,,,,,,15,Critical Damage
BW,sov main,5 pieces,+6% Magic Critical Chance,,,,,,,,6,Magic Critical Chance
BW,sov main,6 pieces,+2 Path of Incineration Abilities,,,,,,,,2,0
BW,sov main,7 pieces,On Hit: 10% chance to increase all damage taken by your target by 5% for 10 seconds,,,,,,,,0,0
BW,sov off,2 pieces,+80 Intelligence,,,,,,,,80,Intelligence
BW,sov off,3 pieces,"+88,0 Wounds",,,,,,,,88,Wounds
BW,sov off,4 pieces,+367 Armor,,,,,,,,367,Armor
BW,sov off,5 pieces,+6% Reduction in being Critically Hit,,,,,,,,6,Reduction in being Critically Hit
BW,sov off,6 pieces,+2 Path of Conflagration Abilities,,,,,,,,2,0
BW,sov off,7 pieces,On Hit: 10% chance to reduce target's movement speed by 40% for 10 seconds,,,,,,,,0,0
WP,warlord,2 pieces,+75 Strength,,,,,,,,75,Strength
WP,warlord,3 pieces,+83 Weapon Skill,,,,,,,,83,Weapon Skill
WP,warlord,4 pieces,+6% Armor Penetration,,,,,,,,6,Armor Penetration
WP,warlord,5 pieces,"+99,0 Melee Power",,,,,,,,99,Melee Power
WP,warlord,6 pieces,+2 Path of Wrath Abilities,,,,,,,,2,0
WP,warlord,7 pieces,On Hit: 10% chance to recover 60 Action Points over 3 seconds,,,,,,,,0,0
WP,sov main,2 pieces,+80 Willpower,,,,,,,,80,Willpower
WP,sov main,3 pieces,"+88,0 Wounds",,,,,,,,88,Wounds
WP,sov main,4 pieces,+6% Reduced Armor Penetration,,,,,,,,6,Reduced Armor Penetration
WP,sov main,5 pieces,+6% Healing Critical Chance,,,,,,,,6,Healing Critical Chance
WP,sov main,6 pieces,+2 Path of Salvation Abilities,,,,,,,,2,0
WP,sov main,7 pieces,On Heal: 10% chance to recover 45 Righteous Fury over 3 seconds,,,,,,,,0,0
WP,sov off,2 pieces,+80 Strength,,,,,,,,80,Strength
WP,sov off,3 pieces,"+88,0 Wounds",,,,,,,,88,Wounds
WP,sov off,4 pieces,+6% Reduced Armor Penetration,,,,,,,,6,Reduced Armor Penetration
WP,sov off,5 pieces,+6% Block,,,,,,,,6,Block
WP,sov off,6 pieces,+2 Path of Grace Abilities,,,,,,,,2,0
WP,sov off,7 pieces,"Be Thou Restored! - Any time you block an attack, you will gain 60 Action Points over 3 seconds",,,,,,,,0,0
IB,warlord,2 pieces,+75 Strength,,,,,,,,75,Strength
IB,warlord,3 pieces,+83 Weapon Skill,,,,,,,,83,Weapon Skill
IB,warlord,4 pieces,+6% Armor Penetration,,,,,,,,6,Armor Penetration
IB,warlord,5 pieces,"+99,0 Melee Power",,,,,,,,99,Melee Power
IB,warlord,6 pieces,+2 Path of Brotherhood Abilities,,,,,,,,2,0
IB,warlord,7 pieces,Evasive - On Being Hit: 10% chance to detaunt target,,,,,,,,10,0
IB,sov main,2 pieces,+80 Wounds,,,,,,,,80,Wounds
IB,sov main,3 pieces,"+88,0 Toughness",,,,,,,,88,Toughness
IB,sov main,4 pieces,+6% Block,,,,,,,,6,Block
IB,sov main,5 pieces,+6% Reduction in being Critically Hit,,,,,,,,6,Reduction in being Critically Hit
IB,sov main,6 pieces,+2 Path of Stone Abilities,,,,,,,,2,0
IB,sov main,7 pieces,"On Being Attacked: 10% chance to increase Parry, Block, Disrupt and Dodge by 10% for 10 seconds",,,,,,,,10,0
IB,sov off,2 pieces,+80 Strength,,,,,,,,80,Strength
IB,sov off,3 pieces,"+88,0 Wounds",,,,,,,,88,Wounds
IB,sov off,4 pieces,+15% Critical Damage,,,,,,,,15,Critical Damage
IB,sov off,5 pieces,+6% Melee Critical Chance,,,,,,,,6,Melee Critical Chance
IB,sov off,6 pieces,+2 Path of Vengeance Abilities,,,,,,,,2,0
IB,sov off,7 pieces,On Hit: 10% chance to increase Block Strikethrough and Parry Strikethrough by 10% for 10 seconds,,,,,,,,10,0
Slayer,warlord,2 pieces,+75 Strength,,,,,,,,75,Strength
Slayer,warlord,3 pieces,+83 Weapon Skill,,,,,,,,83,Weapon Skill
Slayer,warlord,4 pieces,+15% Auto Attack Haste,,,,,,,,15,Auto Attack Haste
Slayer,warlord,5 pieces,"+99,0 Melee Power",,,,,,,,99,Melee Power
Slayer,warlord,6 pieces,+2 Path of The Giantslayer Abilities,,,,,,,,2,0
Slayer,warlord,7 pieces,Depleting - On Hit: 10% chance to remove 50 AP from target,,,,,,,,0,0
Slayer,sov main,2 pieces,+80 Strength,,,,,,,,80,Strength
Slayer,sov main,3 pieces,"+88,0 Wounds",,,,,,,,88,Wounds
Slayer,sov main,4 pieces,+6% Armor Penetration,,,,,,,,6,Armor Penetration
Slayer,sov main,5 pieces,+6% Melee Critical Chance,,,,,,,,6,Melee Critical Chance
Slayer,sov main,6 pieces,+2 Path of The Skavenslayer Abilities,,,,,,,,2,0
Slayer,sov main,7 pieces,On Hit: 10% chance to increase target's chance to be critically hit by 7% for 10 seconds,,,,,,,,0,0
Slayer,sov off,2 pieces,+80 Strength,,,,,,,,80,Strength
Slayer,sov off,3 pieces,"+88,0 Toughness",,,,,,,,88,Toughness
Slayer,sov off,4 pieces,+85 Wounds,,,,,,,,85,Wounds
Slayer,sov off,5 pieces,+734 Armor,,,,,,,,734,Armor
Slayer,sov off,6 pieces,+2 Path of The Trollslayer Abilities,,,,,,,,2,0
Slayer,sov off,7 pieces,On Being Attacked: 10% chance to reduce incoming damage by 6% for 10 seconds,,,,,,,,0,0
Engi,warlord,2 pieces,+75 Ballistic Skill,,,,,,,,75,Ballistic skill
Engi,warlord,3 pieces,+83 Weapon Skill,,,,,,,,83,Weapon Skill
Engi,warlord,4 pieces,+6% Reduced Chance to be Dodged,,,,,,,,6,Reduced Chance to be Dodged
Engi,warlord,5 pieces,"+99,0 Ranged Power",,,,,,,,99,Ranged Power
Engi,warlord,6 pieces,+2 Path of The Grenadier Abilities,,,,,,,,2,0
Engi,warlord,7 pieces,Dissolve IX - On Hit: 10% chance to reduce target's armor by 800 for 6 seconds,,,,,,,,0,0
Engi,sov main,2 pieces,+80 Ballistic Skill,,,,,,,,80,Ballistic skill
Engi,sov main,3 pieces,"+88,0 Wounds",,,,,,,,88,Wounds
Engi,sov main,4 pieces,+6% Armor Penetration,,,,,,,,6,Armor Penetration
Engi,sov main,5 pieces,+6% Ranged Critical Chance,,,,,,,,6,Ranged Critical Chance
Engi,sov main,6 pieces,+2 Path of The Rifleman Abilities,,,,,,,,2,0
Engi,sov main,7 pieces,Boost V - On Hit: 10% chance to increase your critical rate by 9% and your critical damage by 12% for 9 seconds,,,,,,,,0,0
Engi,sov off,2 pieces,+80 Ballistic Skill,,,,,,,,80,Ballistic skill
Engi,sov off,3 pieces,"+88,0 Wounds",,,,,,,,88,Wounds
Engi,sov off,4 pieces,+367 Armor,,,,,,,,367,Armor
Engi,sov off,5 pieces,+6% Reduction in being Critically Hit,,,,,,,,6,Reduction in being Critically Hit
Engi,sov off,6 pieces,+2 Path of The Tinkerer Abilities,,,,,,,,2,0
Engi,sov off,7 pieces,On Hit: 10% chance to reduce target's movement speed by 40% for 10 seconds,,,,,,,,0,0
Runi,warlord,2 pieces,+75 Willpower,,,,,,,,75,Willpower
Runi,warlord,3 pieces,+83 Wounds,,,,,,,,83,Wounds
Runi,warlord,4 pieces,"+355,0 Armor",,,,,,,,355,Armor
Runi,warlord,5 pieces,"+99,0 Healing Power",,,,,,,,99,Healing Power
Runi,warlord,6 pieces,+2 Path of Valaya Abilities,,,,,,,,2,0
Runi,warlord,7 pieces,On Being Attacked: 10% chance to reduce incoming damage by 4% for 10 seconds,,,,,,,,0,0
Runi,sov main,2 pieces,+80 Willpower,,,,,,,,80,Willpower
Runi,sov main,3 pieces,"+88,0 Wounds",,,,,,,,88,Wounds
Runi,sov main,4 pieces,+6% Reduced Armor Penetration,,,,,,,,6,Reduced Armor Penetration
Runi,sov main,5 pieces,+6% Healing Critical Chance,,,,,,,,6,Healing Critical Chance
Runi,sov main,6 pieces,+2 Path of Grungni Abilities,,,,,,,,2,0
Runi,sov main,7 pieces,On Heal: 10% chance to recover 60 Action Points over 3 seconds,,,,,,,,0,0
Runi,sov off,2 pieces,+80 Intelligence,,,,,,,,80,Intelligence
Runi,sov off,3 pieces,"+88,0 Wounds",,,,,,,,88,Wounds
Runi,sov off,4 pieces,+6% Reduced Chance to be Disrupted,,,,,,,,6,Reduced Chance to be Disrupted
Runi,sov off,5 pieces,+6% Magic Critical Chance,,,,,,,,6,Magic Critical Chance
Runi,sov off,6 pieces,+2 Path of Grimnir Abilities,,,,,,,,2,0
Runi,sov off,7 pieces,On Hit: 10% chance to increase target's chance to be critically hit by 7% for 10 seconds,,,,,,,,0,0
SM,warlord,2 pieces,+75 Strength,,,,,,,,75,Strength
SM,warlord,3 pieces,+83 Weapon Skill,,,,,,,,83,Weapon Skill
SM,warlord,4 pieces,+6% Armor Penetration,,,,,,,,6,Armor Penetration
SM,warlord,5 pieces,"+99,0 Melee Power",,,,,,,,99,Melee Power
SM,warlord,6 pieces,+2 Path of Hoeth Abilities,,,,,,,,2,0
SM,warlord,7 pieces,Evasive - On Being Hit: 10% chance to detaunt target,,,,,,,,10,0
SM,sov main,2 pieces,+80 Wounds,,,,,,,,80,Wounds
SM,sov main,3 pieces,"+88,0 Toughness",,,,,,,,88,Toughness
SM,sov main,4 pieces,+6% Block,,,,,,,,6,Block
SM,sov main,5 pieces,+6% Reduction in being Critically Hit,,,,,,,,6,Reduction in being Critically Hit
SM,sov main,6 pieces,+2 Path of Vaul Abilities,,,,,,,,2,0
SM,sov main,7 pieces,"On Being Attacked: 10% chance to increase Parry, Block, Disrupt and Dodge by 10% for 10 seconds",,,,,,,,10,0
SM,sov off,2 pieces,+80 Strength,,,,,,,,80,Strength
SM,sov off,3 pieces,"+88,0 Wounds",,,,,,,,88,Wounds
SM,sov off,4 pieces,+15% Critical Damage,,,,,,,,15,Critical Damage
SM,sov off,5 pieces,+6% Melee Critical Chance,,,,,,,,6,Melee Critical Chance
SM,sov off,6 pieces,+2 Path of Khaine Abilities,,,,,,,,2,0
SM,sov off,7 pieces,On Hit: 10% chance to increase Block Strikethrough and Parry Strikethrough by 10% for 10 seconds,,,,,,,,10,0
WL,warlord,2 pieces,+75 Strength,,,,,,,,75,Strength
WL,warlord,3 pieces,+83 Weapon Skill,,,,,,,,83,Weapon Skill
WL,warlord,4 pieces,+15% Auto Attack Haste,,,,,,,,15,Auto Attack Haste
WL,warlord,5 pieces,"+99,0 Melee Power",,,,,,,,99,Melee Power
WL,warlord,6 pieces,+2 Path of The Axeman Abilities,,,,,,,,2,0
WL,warlord,7 pieces,Depleting - On Hit: 10% chance to remove 50 AP from target,,,,,,,,0,0
WL,sov main,2 pieces,+80 Strength,,,,,,,,80,Strength
WL,sov main,3 pieces,"+88,0 Wounds",,,,,,,,88,Wounds
WL,sov main,4 pieces,+6% Armor Penetration,,,,,,,,6,Armor Penetration
WL,sov main,5 pieces,+6% Melee Critical Chance,,,,,,,,6,Melee Critical Chance
WL,sov main,6 pieces,+2 Path of The Hunter Abilities,,,,,,,,2,0
WL,sov main,7 pieces,On Hit: 10% chance to increase target's chance to be critically hit by 7% for 10 seconds,,,,,,,,0,0
WL,sov off,2 pieces,+80 Strength,,,,,,,,80,Strength
WL,sov off,3 pieces,"+88,0 Toughness",,,,,,,,88,Toughness
WL,sov off,4 pieces,+85 Wounds,,,,,,,,85,Wounds
WL,sov off,5 pieces,+734 Armor,,,,,,,,734,Armor
WL,sov off,6 pieces,+2 Path of The Guardian Abilities,,,,,,,,2,0
WL,sov off,7 pieces,On Being Attacked: 10% chance to reduce incoming damage by 6% for 10 seconds,,,,,,,,0,0
SW,warlord,2 pieces,+75 Ballistic Skill,,,,,,,,75,Ballistic skill
SW,warlord,3 pieces,+83 Weapon Skill,,,,,,,,83,Weapon Skill
SW,warlord,4 pieces,+6% Reduced Chance to be Dodged,,,,,,,,6,Reduced Chance to be Dodged
SW,warlord,5 pieces,"+99,0 Ranged Power",,,,,,,,99,Ranged Power
SW,warlord,6 pieces,+2 Path of Assault Abilities,,,,,,,,2,0
SW,warlord,7 pieces,Dissolve IX - On Hit: 10% chance to reduce target's armor by 800 for 6 seconds,,,,,,,,0,0
SW,sov main,2 pieces,+80 Ballistic Skill,,,,,,,,80,Ballistic skill
SW,sov main,3 pieces,"+88,0 Wounds",,,,,,,,88,Wounds
SW,sov main,4 pieces,+6% Armor Penetration,,,,,,,,6,Armor Penetration
SW,sov main,5 pieces,+6% Ranged Critical Chance,,,,,,,,6,Ranged Critical Chance
SW,sov main,6 pieces,+2 Path of The Scout Abilities,,,,,,,,2,0
SW,sov main,7 pieces,Boost V - On Hit: 10% chance to increase your critical rate by 9% and your critical damage by 12% for 9 seconds,,,,,,,,0,0
SW,sov off,2 pieces,+80 Ballistic Skill,,,,,,,,80,Ballistic skill
SW,sov off,3 pieces,"+88,0 Wounds",,,,,,,,88,Wounds
SW,sov off,4 pieces,+367 Armor,,,,,,,,367,Armor
SW,sov off,5 pieces,+6% Reduction in being Critically Hit,,,,,,,,6,Reduction in being Critically Hit
SW,sov off,6 pieces,+2 Path of The Skirmisher Abilities,,,,,,,,2,0
SW,sov off,7 pieces,On Hit: 10% chance to reduce target's movement speed by 40% for 10 seconds,,,,,,,,0,0
AM,warlord,2 pieces,+75 Intelligence,,,,,,,,75,Intelligence
AM,warlord,3 pieces,+83 Wounds,,,,,,,,83,Wounds
AM,warlord,4 pieces,+6% Reduced Chance to be Disrupted,,,,,,,,6,Reduced Chance to be Disrupted
AM,warlord,5 pieces,"+99,0 Magic Power",,,,,,,,99,Magic Power
AM,warlord,6 pieces,+2 Path of Da Green Abilities,,,,,,,,2,0
AM,warlord,7 pieces,Boost V - On Hit: 10% chance to increase your critical rate by 9% and your critical damage by 12% for 9 seconds,,,,,,,,0,0
AM,sov main,2 pieces,+80 Willpower,,,,,,,,80,Willpower
AM,sov main,3 pieces,"+88,0 Wounds",,,,,,,,88,Wounds
AM,sov main,4 pieces,+6% Reduced Armor Penetration,,,,,,,,6,Reduced Armor Penetration
AM,sov main,5 pieces,+6% Healing Critical Chance,,,,,,,,6,Healing Critical Chance
AM,sov main,6 pieces,+2 Path of Mork Abilities,,,,,,,,2,0
AM,sov main,7 pieces,On Heal: 10% chance to recover 60 Action Points over 3 seconds,,,,,,,,0,0
AM,sov off,2 pieces,+80 Intelligence,,,,,,,,80,Intelligence
AM,sov off,3 pieces,"+88,0 Wounds",,,,,,,,88,Wounds
AM,sov off,4 pieces,+6% Reduced Chance to be Disrupted,,,,,,,,6,Reduced Chance to be Disrupted
AM,sov off,5 pieces,+6% Magic Critical Chance,,,,,,,,6,Magic Critical Chance
AM,sov off,6 pieces,+2 Path of Asuryan Abilities,,,,,,,,2,0
AM,sov off,7 pieces,On Hit: 10% chance to increase target's chance to be critically hit by 7% for 10 seconds,,,,,,,,0,0
DoK,Warlord,8 pieces,Granted Ability,,,,,,,,0,0
BG,Warlord,8 pieces,Granted Ability,,,,,,,,0,0
Sorc,Warlord,8 pieces,Granted Ability,,,,,,,,0,0
WH,sov off,5 pieces,+6% Reduction in being Critically Hit,,,,,,,,6,Reduction in being Critically Hit
Chosen,Warlord,8 pieces,Granted Ability,,,,,,,,0,0
Mara,Warlord,8 pieces,Granted Ability,,,,,,,,0,0
Zeal,Warlord,8 pieces,Granted Ability,,,,,,,,0,0
Magus,Warlord,8 pieces,Granted Ability,,,,,,,,0,0
BO,Warlord,8 pieces,Granted Ability,,,,,,,,0,0
Sham,Warlord,8 pieces,Granted Ability,,,,,,,,0,0
Choppa,Warlord,8 pieces,Granted Ability,,,,,,,,0,0
SH,Warlord,8 pieces,Granted Ability,,,,,,,,0,0
WH,sov off,6 pieces,+2 Path of Confession Abilities,,,,,,,,2,0
WP,Warlord,8 pieces,Granted Ability,,,,,,,,0,0
KotBS,Warlord,8 pieces,Granted Ability,,,,,,,,0,0
BW,Warlord,8 pieces,Granted Ability,,,,,,,,0,0
Engi,Warlord,8 pieces,Granted Ability,,,,,,,,0,0
Runi,Warlord,8 pieces,Granted Ability,,,,,,,,0,0
IB,Warlord,8 pieces,Granted Ability,,,,,,,,0,0
Slayer,Warlord,8 pieces,Granted Ability,,,,,,,,0,0
SM,Warlord,8 pieces,Granted Ability,,,,,,,,0,0
SW,Warlord,8 pieces,Granted Ability,,,,,,,,0,0
WL,Warlord,8 pieces,Granted Ability,,,,,,,,0,0
AM,Warlord,8 pieces,Granted Ability,,,,,,,,0,0
DoK,Sov Main,8 pieces,Granted Ability - Reaping: You instantly regain 90 Soul Essence.,,,,,,,,90,0
BG,Sov Main,8 pieces,Granted Ability,,,,,,,,0,0
Sorc,Sov Main,8 pieces,Granted Ability,,,,,,,,0,0
WH,sov off,7 pieces,On Being Attacked: 10% chance to reduce incoming damage by 6% for 10 seconds,,,,,,,,0,0
Chosen,Sov Main,8 pieces,Granted Ability - Midless fear: A disrupting strike that makes your opponent recieve 50% less benefit from any heals cast on them.,,,,,,,,50,0
Mara,Sov Main,8 pieces,Granted Ability,,,,,,,,0,0
Zeal,Sov Main,8 pieces,Granted Ability - Favour of Tzeentch,,,,,,,,0,0
Magus,Sov Main,8 pieces,Granted Ability,,,,,,,,0,0
BO,Sov Main,8 pieces,Granted Ability,,,,,,,,0,0
Sham,Sov Main,8 pieces,"Granted Ability - True Magic: You push your powers to their limits, extending their range by 20% for 10 seconds.",,,,,,,,0,0
Choppa,Sov Main,8 pieces,Granted Ability,,,,,,,,0,0
SH,Sov Main,8 pieces,Granted Ability,,,,,,,,0,0
WH,Warlord,8 pieces,Granted Ability,,,,,,,,0,0
WP,Sov Main,8 pieces,Granted Ability - Reaping: You instantly regain 90 Soul Essence.,,,,,,,,90,0
KotBS,Sov Main,8 pieces,Granted Ability,,,,,,,,0,0
BW,Sov Main,8 pieces,Granted Ability,,,,,,,,0,0
Engi,Sov Main,8 pieces,Granted Ability,,,,,,,,0,0
Runi,Sov Main,8 pieces,Granted Ability,,,,,,,,0,0
IB,Sov Main,8 pieces,Granted Ability - Midless fear: A disrupting strike that makes your opponent recieve 50% less benefit from any heals cast on them.,,,,,,,,50,0
Slayer,Sov Main,8 pieces,Granted Ability,,,,,,,,0,0
SM,Sov Main,8 pieces,Granted Ability,,,,,,,,0,0
SW,Sov Main,8 pieces,Granted Ability,,,,,,,,0,0
WL,Sov Main,8 pieces,Granted Ability,,,,,,,,0,0
AM,Sov Main,8 pieces,"Granted Ability - True Magic: You push your powers to their limits, extending their range by 20% for 10 seconds.",,,,,,,,0,0
DoK,Sov Off,8 pieces,Granted Ability,,,,,,,,0,0
BG,Sov Off,8 pieces,Granted Ability,,,,,,,,0,0
Sorc,Sov Off,8 pieces,Granted Ability,,,,,,,,0,0
WH,Sov Main,8 pieces,Granted Ability - Rejection: You knock your target back a long distance.,,,,,,,,0,0
Chosen,Sov Off,8 pieces,Granted Ability,,,,,,,,0,0
Mara,Sov Off,8 pieces,Granted Ability,,,,,,,,0,0
Zeal,Sov Off,8 pieces,Granted Ability,,,,,,,,0,0
Magus,Sov Off,8 pieces,Granted Ability,,,,,,,,0,0
BO,Sov Off,8 pieces,Granted Ability,,,,,,,,0,0
Sham,Sov Off,8 pieces,Granted Ability,,,,,,,,0,0
Choppa,Sov Off,8 pieces,Granted Ability,,,,,,,,0,0
SH,Sov Off,8 pieces,Granted Ability,,,,,,,,0,0
WH,Sov Off,8 pieces,Granted Ability,,,,,,,,0,0
WP,Sov Off,8 pieces,Granted Ability,,,,,,,,0,0
KotBS,Sov Off,8 pieces,Granted Ability,,,,,,,,0,0
BW,Sov Off,8 pieces,Granted Ability,,,,,,,,0,0
Engi,Sov Off,8 pieces,Granted Ability,,,,,,,,0,0
Runi,Sov Off,8 pieces,Granted Ability,,,,,,,,0,0
IB,Sov Off,8 pieces,Granted Ability,,,,,,,,0,0
Slayer,Sov Off,8 pieces,Granted Ability,,,,,,,,0,0
SM,Sov Off,8 pieces,Granted Ability,,,,,,,,0,0
SW,Sov Off,8 pieces,Granted Ability,,,,,,,,0,0
WL,Sov Off,8 pieces,Granted Ability,,,,,,,,0,0
AM,Sov Off,8 pieces,Granted Ability,,,,,,,,0,0
DoK,Victorious,2 pieces,+71 Strength,,,,,,,,71,Strength
DoK,Victorious,3 pieces,+78 Wounds,,,,,,,,78,Wounds
DoK,Victorious,4 pieces,"Endure - On Being Hit: 15% chance to reduce attackers Strength, Ballistic Skill and Intelligence by 130 while increasing your Initiative by 130 for 10 seconds.",,,,,,,,0,0
DoK,Victorious,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
DoK,Victorious,6 pieces,+4% Damage,,,,,,,,4,0
DoK,Victorious,7 pieces,Domination - On Hit: 25% chance to steal 130 Toughness from your target for 10 seconds.,,,,,,,,0,0
DoK,Triumphant,2 pieces,+71 Willpower,,,,,,,,71,Willpower
DoK,Triumphant,3 pieces,+78 Wounds,,,,,,,,78,Wounds
DoK,Triumphant,4 pieces,Imperative Spirit - On Heal: 10% chance to recover 15 Career Resources over 3 seconds.,,,,,,,,0,0
DoK,Triumphant,5 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
DoK,Triumphant,6 pieces,Increasing Impetus - On Attacking Target or Direct Heal: 5% chance to reduce build times by 25% for 5 seconds.,,,,,,,,0,0
DoK,Triumphant,7 pieces,On being Attacked: 10% chance to reduce incoming damage by 4% for 10 seconds,,,,,,,,0,0
WP,Victorious,2 pieces,+71 Strength,,,,,,,,71,Strength
WP,Victorious,3 pieces,+78 Wounds,,,,,,,,78,Wounds
WP,Victorious,4 pieces,"Endure - On Being Hit: 15% chance to reduce attackers Strength, Ballistic Skill and Intelligence by 130 while increasing your Initiative by 130 for 10 seconds.",,,,,,,,0,0
WP,Victorious,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
WP,Victorious,6 pieces,+4% Damage,,,,,,,,4,0
WP,Victorious,7 pieces,Domination - On Hit: 25% chance to steal 130 Toughness from your target for 10 seconds.,,,,,,,,0,0
WP,Triumphant,2 pieces,+71 Willpower,,,,,,,,71,Willpower
WP,Triumphant,3 pieces,+78 Wounds,,,,,,,,78,Wounds
WP,Triumphant,4 pieces,Imperative Spirit - On Heal: 10% chance to recover 15 Career Resources over 3 seconds.,,,,,,,,0,0
WP,Triumphant,5 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
WP,Triumphant,6 pieces,Increasing Impetus - On Attacking Target or Direct Heal: 5% chance to reduce build times by 25% for 5 seconds.,,,,,,,,0,0
WP,Triumphant,7 pieces,On being Attacked: 10% chance to reduce incoming damage by 4% for 10 seconds,,,,,,,,0,0
Choppa,Victorious,2 pieces,+71 Strength,,,,,,,,71,Strength
Choppa,Victorious,3 pieces,+78 Wounds,,,,,,,,78,Wounds
Choppa,Victorious,4 pieces,"Endure - On Being Hit: 15% chance to reduce attackers Strength, Ballistic Skill and Intelligence by 130 while increasing your Initiative by 130 for 10 seconds.",,,,,,,,0,0
Choppa,Victorious,5 pieces,+5% Reduction in being Critically Hit,,,,,,,,5,Reduction in being Critically Hit
Choppa,Victorious,6 pieces,+4% Damage Reduction,,,,,,,,4,0
Choppa,Victorious,7 pieces,Domination - On Hit: 25% chance to steal 130 Toughness from your target for 10 seconds.,,,,,,,,0,0
Choppa,Triumphant,2 pieces,+71 Strength,,,,,,,,71,Strength
Choppa,Triumphant,3 pieces,+78 Wounds,,,,,,,,78,Wounds
Choppa,Triumphant,4 pieces,Vicious Strikes - On Hit 15% chance to reduce target's Toughness by 130 while increasing your Weaponskill by 130 for 10 seconds.,,,,,,,,0,0
Choppa,Triumphant,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
Choppa,Triumphant,6 pieces,+4% Damage,,,,,,,,4,0
Choppa,Triumphant,7 pieces,On Hit: 10% chance to increase Block Strikethrough and Party Strikethrough by 7% for 10 seconds.,,,,,,,,0,0
Slayer,Victorious,2 pieces,+71 Strength,,,,,,,,71,Strength
Slayer,Victorious,3 pieces,+78 Wounds,,,,,,,,78,Wounds
